1, 630.166667, 1239.000000
66, 675.916667, 968.250000
100, 600.377678, 1237.225761
101, 570.662141, 1234.502690
102, 541.117845, 1230.319455
103, 511.830020, 1224.609942
104, 482.868157, 1217.427361
105, 454.301065, 1208.806994
106, 426.166507, 1198.863934
107, 398.523353, 1187.627961
108, 371.485145, 1175.006407
109, 345.137805, 1161.000009
110, 319.599174, 1145.568841
111, 294.881857, 1128.852071
112, 270.994752, 1110.969111
113, 248.006166, 1091.944863
114, 225.944949, 1071.852506
115, 204.887172, 1050.711106
116, 184.886139, 1028.567267
117, 166.026543, 1005.444228
118, 148.440074, 981.338749
119, 132.106034, 956.367225
120, 117.068253, 930.594406
121, 103.294985, 904.123224
122, 90.619793, 877.108675
123, 79.225789, 849.531366
124, 69.554096, 821.304676
125, 61.350732, 792.614444
126, 54.398975, 763.595622
127, 48.923993, 734.263808
128, 45.127102, 704.667726
129, 42.778790, 674.920238
130, 41.703319, 645.099620
131, 42.061920, 615.262719
132, 43.977033, 585.485210
133, 47.398596, 555.842856
134, 52.352916, 526.418028
135, 58.803619, 497.284427
136, 66.713185, 468.512567
137, 76.013218, 440.159117
138, 86.592858, 412.257815
139, 98.516001, 384.904326
140, 111.832865, 358.201665
141, 126.549903, 332.245070
142, 142.652080, 307.123433
143, 159.951535, 282.810271
144, 178.402122, 259.358945
145, 197.968033, 236.829575
146, 218.602216, 215.274571
147, 240.260738, 194.748838
148, 262.887417, 175.295873
149, 286.506908, 157.062285
150, 311.059420, 140.104887
151, 336.439094, 124.412685
152, 362.582711, 110.028705
153, 389.337065, 96.813089
154, 416.617006, 84.721015
155, 444.525216, 74.166713
156, 473.013477, 65.290022
157, 501.874372, 57.708310
158, 531.050026, 51.450598
159, 560.526727, 46.820099
160, 590.211944, 43.790123
161, 620.002954, 42.077597
162, 649.839905, 41.689807
163, 679.657155, 42.827417
164, 709.376330, 45.501743
165, 738.920342, 49.686978
166, 768.207787, 55.398429
167, 797.169180, 62.582904
168, 825.735728, 71.205082
169, 853.869704, 81.149789
170, 881.512149, 92.387509
171, 908.549508, 105.010879
172, 934.895883, 119.019086
173, 960.433419, 134.452070
174, 985.139906, 151.184448
175, 1008.975052, 169.136195
176, 1031.914726, 188.220007
177, 1054.029533, 208.254352
178, 1075.204644, 229.277900
179, 1095.212594, 251.414335
180, 1114.016519, 274.582835
181, 1131.586899, 298.700316
182, 1147.918932, 323.673152
183, 1162.954616, 349.447196
184, 1176.726032, 375.919340
185, 1189.399474, 402.934712
186, 1200.791014, 430.513031
187, 1210.459984, 458.740657
188, 1218.661330, 487.431467
189, 1225.611008, 516.450786
190, 1231.083370, 545.783087
191, 1234.877690, 575.379500
192, 1237.223935, 605.127153
193, 1238.297320, 634.947845
194, 1237.936271, 664.784714
195, 1236.018705, 694.562067
196, 1232.594749, 724.204143
197, 1227.637993, 753.628562
198, 1221.184950, 782.761647
199, 1213.273089, 811.532874
200, 1203.970961, 839.885636
201, 1193.389276, 867.786163
202, 1181.463917, 895.138688
203, 1168.144866, 921.840254
204, 1153.425536, 947.795548
205, 1137.321129, 972.915753
206, 1120.014631, 997.223851
207, 1101.551770, 1020.665513
208, 1081.984336, 1043.193690
209, 1061.363288, 1064.761314
210, 1039.711174, 1085.293675
211, 1017.078456, 1104.739557
212, 993.453917, 1122.966658
213, 968.899819, 1139.921776
214, 943.518839, 1155.611855
215, 917.374072, 1169.993753
216, 890.618846, 1183.207604
217, 863.337999, 1195.297623
218, 835.428697, 1205.849036
219, 806.939692, 1214.723351
220, 778.078268, 1222.303050
221, 748.902101, 1228.558351
222, 719.424963, 1233.186073
223, 689.741630, 1236.238317
224, 659.973496, 1238.333587
225, 615.267262, 1238.194771
226, 585.505077, 1236.025274
227, 555.862641, 1232.604205
228, 526.437640, 1227.650910
229, 497.303820, 1221.201191
230, 468.531697, 1213.292592
231, 440.177957, 1203.993441
232, 412.276329, 1193.414661
233, 384.922432, 1181.492450
234, 358.219311, 1168.176508
235, 332.262170, 1153.460436
236, 307.140111, 1137.358921
237, 282.830144, 1120.055052
238, 259.386441, 1101.594782
239, 236.856178, 1082.029750
240, 215.286279, 1061.411081
241, 194.751534, 1039.761228
242, 175.303084, 1017.130714
243, 157.073078, 993.508418
244, 140.115148, 968.956264
245, 124.422132, 943.577099
246, 110.037350, 917.433922
247, 96.821054, 890.679902
248, 84.728194, 863.400322
249, 74.172775, 835.492519
250, 65.295169, 807.004545
251, 57.712682, 778.143855
252, 51.454043, 748.968398
253, 46.822475, 719.491867
254, 43.791593, 689.806741
255, 42.078278, 660.015777
256, 41.689584, 630.178836
257, 42.826211, 600.361547
258, 45.499597, 570.642290
259, 49.683864, 541.098141
260, 55.394377, 511.810511
261, 62.577936, 482.848888
262, 71.199237, 454.282080
263, 81.143147, 426.147822
264, 92.380021, 398.505035
265, 105.002511, 371.467266
266, 119.009844, 345.120422
267, 134.441948, 319.582357
268, 151.157741, 294.864344
269, 169.032647, 270.971170
270, 188.050174, 247.977102
271, 208.152234, 225.924853
272, 229.308515, 204.881960
273, 251.453433, 184.881994
274, 274.571911, 166.016828
275, 298.676675, 148.429424
276, 323.648718, 132.096175
277, 349.422023, 117.059221
278, 375.893582, 103.286686
279, 402.908466, 90.612181
280, 430.486164, 79.219154
281, 458.713224, 69.548536
282, 487.403684, 61.345969
283, 516.422703, 54.395032
284, 545.754708, 48.921085
285, 575.350924, 45.125209
286, 605.098474, 42.777714
287, 634.919120, 41.703067
288, 664.756008, 42.062634
289, 694.533457, 43.978716
290, 724.175702, 47.401223
291, 753.600367, 52.356505
292, 782.733764, 58.808132
293, 811.505373, 66.718603
294, 839.858553, 76.019464
295, 867.759550, 86.599912
296, 895.112659, 98.523931
297, 921.814888, 111.841658
298, 947.770968, 126.559600
299, 972.890924, 142.664323
300, 997.170558, 160.010182
301, 1020.551043, 178.550444
302, 1043.076072, 198.122460
303, 1064.751126, 218.631169
304, 1085.362132, 240.207349
305, 1104.765188, 262.876342
306, 1122.956889, 286.528503
307, 1139.910841, 311.083463
308, 1155.601790, 336.463906
309, 1169.984542, 362.608201
310, 1183.199117, 389.363071
311, 1195.289975, 416.643535
312, 1205.842577, 444.552400
313, 1214.717866, 473.041100
314, 1222.298390, 501.902305
315, 1228.554681, 531.078263
316, 1233.183542, 560.555219
317, 1236.212129, 590.240581
318, 1237.923444, 620.031661
319, 1238.309849, 649.868629
320, 1237.170734, 679.685823
321, 1234.494967, 709.404866
322, 1230.308249, 738.948668
323, 1224.595359, 768.235836
324, 1217.409478, 797.196883
325, 1208.785958, 825.763020
326, 1198.840030, 853.896565
327, 1187.601015, 881.538482
328, 1174.976299, 908.575210
329, 1160.966748, 934.920872
330, 1145.532419, 960.457594
331, 1128.812954, 985.173092
332, 1110.927380, 1009.058238
333, 1091.900635, 1032.044758
334, 1071.805904, 1054.103810
335, 1050.662166, 1075.159241
336, 1028.516119, 1095.157827
337, 1005.390829, 1114.014661
338, 981.283244, 1131.598249
339, 956.309856, 1147.929437
340, 930.535297, 1162.964238
341, 904.062748, 1176.734876
342, 877.047022, 1189.407584
343, 849.468286, 1200.798083
344, 821.240264, 1210.465908
345, 792.549212, 1218.666406
346, 763.529683, 1225.615209
347, 734.197178, 1231.086466
348, 704.600624, 1234.879761
349, 674.863316, 1237.367333
350, 645.077278, 1239.192230
351, 704.987320, 962.888854
352, 733.697043, 955.868575
353, 761.723390, 946.487470
354, 788.900998, 934.875900
355, 814.822356, 920.691130
356, 839.058525, 903.793495
357, 861.373011, 884.414797
358, 882.205430, 863.448210
359, 901.265666, 840.863683
360, 918.074747, 816.558929
361, 932.523717, 790.778738
362, 944.774585, 763.882422
363, 954.771758, 736.070922
364, 962.204501, 707.469000
365, 966.904814, 678.293049
366, 968.978042, 648.812036
367, 968.539419, 619.261441
368, 965.462014, 589.870048
369, 959.597788, 560.906136
370, 951.090560, 532.603701
371, 940.201680, 505.128585
372, 926.988193, 478.693985
373, 911.451165, 453.554849
374, 893.724976, 429.908234
375, 873.939690, 407.956003
376, 852.241169, 387.892467
377, 828.811263, 369.881872
378, 803.813809, 354.118922
379, 777.470000, 340.727132
380, 750.003577, 329.820480
381, 721.682907, 321.371718
382, 692.753979, 315.324948
383, 663.409300, 311.822105
384, 633.869332, 310.934148
